,Time,User,Tweet,RetweetCount,LikeCount,TweetID,Geo,q0_label,q1_label,q2_label,q4_label
287,Wed Jan 12 23:44:48 +0000 2022,APFactCheck,Social media posts are trying to cast doubt on COVID-19 vaccine safety by citing a federal database of reported adverse reactions. But VAERS collects unverified reports from the public and isn't used to establish causation. Get the facts from @AP. https://t.co/Rnp6IdhAb2,30,41,1.48E+18,,yes,yes,no,no
288,Wed Jan 12 21:45:28 +0000 2022,APFactCheck,"Medical experts say the erectile dysfunction drug Viagra isn’t a proven ""cure"" for COVID-19, despite false claims made online. @AP has the facts. https://t.co/YSt1ptB6Ll",92,176,1.48E+18,,,,,
289,Wed Jan 12 16:07:18 +0000 2022,APFactCheck,A droll video of a Canadian comedian encouraging people to get COVID-19 booster shots was featured in social media posts that falsely claimed it showed a New York Times editor who died of a heart attack in December. Get the facts @AP. https://t.co/xJ8qQ2Yu59,5,10,1.48E+18,,,,,
290,Wed Jan 12 15:44:26 +0000 2022,APFactCheck,There's no evidence to support the fringe theory that FBI agents led last year's Capitol riots. A House committee poked another hole in the theory on Tuesday when it said a man at the center of the claims had testified that he wasn't a federal agent. https://t.co/tmPg19U4v9,59,91,1.48E+18,,,,,
291,Wed Jan 12 00:36:30 +0000 2022,APFactCheck,"An edited clip of an interview with Rochelle Walensky distorts what the CDC director said about a new study. The study found that 78% of those who were vaccinated, but died from COVID-19, had at least four risk factors. Get the facts. https://t.co/630bn3NkXN",234,308,1.48E+18,,,,,
292,Mon Jan 10 20:17:54 +0000 2022,APFactCheck,A video of a December meeting by an Indian government security committee was manipulated to add unrelated audio. India’s Press Information Bureau says the video spreading online was falsified. @AP has the facts. https://t.co/qMiJDLFwaW,3,6,1.48E+18,,,,,
293,Sat Jan 08 18:43:19 +0000 2022,APFactCheck,"""Mass formation psychosis,"" an unfounded theory spreading online, suggests millions of people have been “hypnotized” into believing mainstream ideas to combat COVID-19. Psychology experts say the concept is not supported by evidence. Get the facts @AP. https://t.co/TT61pPFtwL",1933,4107,1.48E+18,,,,,
294,Fri Jan 07 22:55:34 +0000 2022,APFactCheck,"Social media users are sharing a screenshot purporting to show an email from a boss instructing workers to wear a mask on Zoom meetings. But the image was from a TikTok account labeled as ""satire."" https://t.co/aNGw9QzOaZ",175,439,1.48E+18,,,,,
295,Fri Jan 07 18:44:10 +0000 2022,APFactCheck,"Social media users shared false claims this week about the death of actress Betty White, COVID-19 tests and Portugal's pandemic death count. @AP’s Not Real News has the facts. https://t.co/05qL8k8PnI",7,16,1.48E+18,,,,,
296,Fri Jan 07 17:33:36 +0000 2022,APFactCheck,"How do I know if I have a cold, the flu or COVID-19? Experts say testing is the best way to determine what you have since symptoms of the illnesses can overlap. #ViralQuestions https://t.co/XQcG9iY6iw",49,0,1.48E+18,,,,,
297,Thu Jan 06 21:06:12 +0000 2022,APFactCheck,"Former President Trump clung to false claims that the 2020 election was stolen as the U.S. marked the one-year anniversary of the Jan. 6 Capitol riot, an #APFactCheck finds. https://t.co/ilVI7tcQF9",53,94,1.48E+18,,,,,
298,Thu Jan 06 21:02:28 +0000 2022,APFactCheck,"The @APFactCheck team provides the facts on the Jan. 6 insurrection at the Capitol and the misinformation that has spread since. 
 
 https://t.co/WESe4jOrV3",10,22,1.48E+18,,,,,
299,Thu Jan 06 01:38:07 +0000 2022,APFactCheck,A quote about inflation is being falsely attributed on social media to White House Press Secretary Jen Psaki. The fabricated quote was previously shared as satire. Get the facts. https://t.co/Q7o5xYOQog,176,227,1.48E+18,,no,,,
300,Thu Jan 06 01:07:55 +0000 2022,APFactCheck,"Contrary to false claims circulating online, the Nuremberg Code doesn't say that mask mandates constitute war crimes. @AP has the facts.
 https://t.co/MxydivkfRi",82,146,1.48E+18,,,,,
301,Wed Jan 05 23:32:50 +0000 2022,APFactCheck,"As omicron cases surge globally, social media users are sharing an old claim to suggest that Portugal inflated its COVID-19 death count. Get the facts on the country's real figures @AP. https://t.co/BIiuIZK92T",8,20,1.48E+18,,yes,yes,yes,yes
302,Wed Jan 05 21:45:02 +0000 2022,APFactCheck,"As Americans mark the first anniversary of Jan. 6, @AP has all the facts to set the record straight.
 
 https://t.co/7ZVCARrlyF",25,46,1.48E+18,,,,,
303,Wed Jan 05 21:44:23 +0000 2022,APFactCheck,"Social media users falsely claimed that Capitol rioters were antifa members in disguise. In reality, there was no evidence to indicate antifascists had taken part in the insurrection.
 
 https://t.co/ICsQQgFctF",86,178,1.48E+18,,,,,
304,Wed Jan 05 21:43:56 +0000 2022,APFactCheck,"The false claims continued as rioters overtook the Capitol. 
 
 Even with video evidence for the world to see, conspiracy theorists have attempted to rewrite history around the event. 
 
 Here is an @AP video documenting what happened that day.
 
 https://t.co/3a39lfMA7L",15,32,1.48E+18,,,,,
305,Wed Jan 05 21:43:05 +0000 2022,APFactCheck,"The false claims did not stop even after the Electoral College made it official that Joe Biden had won the election. 
 
 https://t.co/OuSwwlwRx0",13,30,1.48E+18,,,,,
306,Wed Jan 05 21:42:42 +0000 2022,APFactCheck,"Trump amplified a claim on Twitter that in Pennsylvania there were 205,000 more votes than voters. The claim relied on faulty data. 
 
 https://t.co/0qbrY4ovy4",15,33,1.48E+18,,,,,
307,Wed Jan 05 21:42:21 +0000 2022,APFactCheck,"Ahead of Jan. 6, 2021, Trump and his supporters pushed false claims to undermine the results of the election including that ballots had been shredded, that there were more votes than voters, and that voting machines were rigged.
 
 https://t.co/YQVLjHSi2W",17,32,1.48E+18,,,,,
308,Wed Jan 05 21:41:24 +0000 2022,APFactCheck,"THREAD: The @AP looks at the most persistent falsehoods around Jan. 6, one year after rioters overtook the U.S. Capitol in the hopes of disrupting the certification of the 2020 election.
 
 https://t.co/J8NMDk9IlF",208,333,1.48E+18,,,,,
309,Tue Jan 04 19:58:24 +0000 2022,APFactCheck,"Why are so many vaccinated people getting COVID-19 lately? The highly contagious omicron is more likely to infect people, even if it doesn't make them very sick, and its surge coincided with the holiday travel season in many places. #ViralQuestions https://t.co/WlcPve69lI",64,0,1.48E+18,,yes,yes,no,no
310,Mon Jan 03 21:05:14 +0000 2022,APFactCheck,"Do at-home COVID-19 tests detect the omicron variant?
 
 Yes, but U.S. health officials say early data suggests they may be less sensitive at picking it up. https://t.co/dUXFjYP5br",50,0,1.48E+18,,yes,yes,no,no
311,Mon Jan 03 18:28:47 +0000 2022,APFactCheck,"Posts circulating online show at-home COVID-19 tests displaying positive results after being doused with water, but this doesn’t mean the tests are unreliable or that COVID is in water. Experts say the tests give inaccurate results when used improperly. https://t.co/OPY2YVTRzv",262,383,1.48E+18,,,,,
312,Thu Dec 30 20:45:36 +0000 2021,APFactCheck,"A Danish study is being misrepresented online, a co-author says, with posts claiming it shows the COVID-19 vaccines increase the chances of being infected with omicron. Experts say other factors are likely driving down the vaccine effectiveness estimates.
 https://t.co/T2ob9Q3RvR",345,536,1.48E+18,,yes,yes,no,no
313,Thu Dec 30 19:08:15 +0000 2021,APFactCheck,"Representatives for the BBC and King's College Hospital have confirmed that a person interviewed during a July BBC segment was a patient hospitalized with COVID-19 in London, not a paid ‘crisis actor,’ as some repeatedly claimed online. @AP has the facts. https://t.co/DMqFpu93jK",185,316,1.48E+18,,,,,
314,Wed Dec 29 23:25:38 +0000 2021,APFactCheck,"The Austrian city of Linz is hiring staff to process fines issued to those who flout the nation's planned COVID-19 vaccine mandate, not to hunt them down as social media users claimed. @AP has the facts. https://t.co/KifUIxfSgm",527,1078,1.48E+18,,,,,
315,Wed Dec 29 17:33:17 +0000 2021,APFactCheck,"No, NASA hasn’t hired theologians to study possible reactions to a discovery of extraterrestrial life, despite false claims online. NASA granted funding in 2015 to a research center that held a since-completed program on the topic. The truth is out there. https://t.co/bg3mqoxNEQ",155,335,1.48E+18,,,,,
316,Wed Dec 29 02:03:49 +0000 2021,APFactCheck,"Anderson Cooper hasn’t said he supports withholding social security benefits from the unvaccinated, contrary to false claims online. The CNN anchor asked Microsoft co-founder Bill Gates his opinion on the hypothetical enforcement measure in an interview. https://t.co/RZHOXjrta5",254,519,1.48E+18,,,,,
317,Fri Dec 24 00:08:38 +0000 2021,APFactCheck,"Twitter users are sharing a headline purporting to be from a New York Times opinion piece calling on teachers to permit bullying against unvaccinated children. But no such story exists, and the headline is fabricated. https://t.co/ijHwdLGDDg",1325,1792,1.47E+18,,,,,
318,Thu Dec 23 19:42:25 +0000 2021,APFactCheck,"A clip from an interview with Canadian Prime Minister Justin Trudeau, talking about “fundamental rights,” has been shared on social media out of context, distorting the meaning of what he said. @AP has the facts. https://t.co/407UXyQ1DD",154,260,1.47E+18,,,,,
319,Wed Dec 22 19:36:25 +0000 2021,APFactCheck,"Social media users are misrepresenting a study to claim that getting COVID-19 means you are protected from the virus for life. The study authors say that's false. Reinfection can happen, especially as the virus mutates. https://t.co/0dQ2PsBbFd",641,822,1.47E+18,,,,,
320,Tue Dec 21 22:52:52 +0000 2021,APFactCheck,"New York legislators are not considering a bill to allow for the “indefinite detention” of the unvaccinated. Legislation first proposed in 2015 in response to Ebola is being misrepresented, and its sponsor said he will withdraw it. @AP has the facts. https://t.co/PXaTjJ2yUw",51,78,1.47E+18,,,,,
321,Tue Dec 21 17:44:57 +0000 2021,APFactCheck,"The CDC announced in July that it would discontinue one specific COVID-19 PCR test at year end, suggesting labs consider alternatives such as those that simultaneously test for influenza. Misleading claims about that action are back. Get the facts. https://t.co/mC35m0eb2s",69,115,1.47E+18,,,,,
322,Tue Dec 21 02:12:33 +0000 2021,APFactCheck,"A fire broke out at an Italian paramilitary police barracks, but there were no COVID-19 vaccines on site as some social media posts falsely claimed. AP has the facts.
 https://t.co/CzYwBjqzAT",33,48,1.47E+18,,,,,
323,Sun Dec 19 22:37:57 +0000 2021,APFactCheck,"Social media users are sharing a photo they falsely claim shows people praying on a highway in India. But the image was taken in Bangladesh in 2020, during an annual Muslim gathering near Dhaka. @AP has the facts. https://t.co/83TIQnjkma",7,10,1.47E+18,,,,,
324,Sat Dec 18 23:18:33 +0000 2021,APFactCheck,"A widely shared video suggests the COVID-19 vaccines are to blame for a wave of athletes collapsing or dying. But it relies on deceptive tactics and faulty examples, including at least one death that occurred several years before the pandemic. https://t.co/Db98mCgEe1",90,163,1.47E+18,,,,,
325,Sat Dec 18 00:07:13 +0000 2021,APFactCheck,"While airplanes have highly effective filtration systems, experts say masks add an important layer of protection in reducing the risk of COVID-19 transmission. @AP has the facts. https://t.co/3oMFjHHY94",41,128,1.47E+18,,,,,
326,Fri Dec 17 18:02:20 +0000 2021,APFactCheck,"Despite what you might have read on social media this week, Australia is not punishing unvaccinated people for coughing in public, Santa wasn’t arrested for a mask violation at a German market, and Fox News is not banned in Canada. @AP has the facts.
 https://t.co/Fd9TfpzDdf",55,147,1.47E+18,,,,,
327,Fri Dec 17 15:50:38 +0000 2021,APFactCheck,“COVID-19 has served as a catalyst for radicalization.” New research shows how far-right extremists are exploiting COVID-19 conspiracy theories to expand their reach on the social media platform Telegram. https://t.co/wfoawF7fjQ,137,0,1.47E+18,,,,,
328,Thu Dec 16 20:39:08 +0000 2021,APFactCheck,"Can your pet get COVID-19? Yes, pets and other animals can get the coronavirus that causes COVID-19, but health officials say the risk of them spreading it to people is low. https://t.co/OVQTFbKESi",50,0,1.47E+18,,,,,
329,Tue Dec 14 23:04:00 +0000 2021,APFactCheck,"A video clip showing Dr. Anthony Fauci discussing a theoretical vaccine concern is from March 2020, but it’s being shared with the false suggestion that he made the remarks recently. @AP has the facts. https://t.co/lz7kIYMliw",168,227,1.47E+18,,,,,
330,Tue Dec 14 23:02:58 +0000 2021,APFactCheck,"Neither Canada nor the U.K. have banned Fox News, contrary to false claims shared online. The network remains authorized to distribute in Canada and voluntarily pulled itself from U.K. airwaves in 2017. @AP has the facts. https://t.co/ptlQ08hvG1",59,45,1.47E+18,,,,,
331,Tue Dec 14 23:01:23 +0000 2021,APFactCheck,Police in Germany say a man in a Santa costume was detained at a Christmas market because he refused to show identification at an unregistered protest. Social media users had falsely claimed he was arrested for not wearing a mask. https://t.co/5A0h4rQ1X8,18,42,1.47E+18,,,,,
332,Tue Dec 14 23:00:51 +0000 2021,APFactCheck,Social media users are sharing video clips of November 2020 protests in Paris against a security law to falsely claim they show footage of people rioting against vaccine mandates in 2021. https://t.co/65ZpHifz5v,71,108,1.47E+18,,,,,
333,Tue Dec 14 04:14:23 +0000 2021,APFactCheck,"Unvaccinated people in Queensland, Australia, do not face fines or jail time for sneezing in public. However, anyone — vaccinated or not — who intentionally sneezes, coughs or spits on public officials or workers faces those penalties. @AP has the facts. https://t.co/EWIRnpeAQC",253,690,1.47E+18,,,,,
334,Tue Dec 14 01:32:18 +0000 2021,APFactCheck,Some social media posts have misinterpreted what a recent report on inequality said about the carbon emissions associated with space travel. @AP has the facts. https://t.co/ihU4pfKUut,5,9,1.47E+18,,,,,
335,Fri Dec 10 21:10:55 +0000 2021,APFactCheck,"Sen. Ron Johnson recently said mouthwash can ""kill"" the coronavirus. But while studies show that mouthwash can deactivate the virus in a lab setting, experts say there's no evidence it is effective at reducing viral load in the body. https://t.co/c4ETDbynNa",41,86,1.47E+18,,,,,
336,Fri Dec 10 19:34:51 +0000 2021,APFactCheck,"COVID-19 vaccines are not causing a new illness, a Christmas card attributed to former President Donald Trump is fake and an assisted suicide chamber has not been approved by Switzerland, as posts claimed on social media this week. @AP has the facts. https://t.co/6SdWeO5Qyg",21,32,1.47E+18,,,,,
337,Fri Dec 10 03:38:49 +0000 2021,APFactCheck,"A misleading clip circulating on social media that shows President Joe Biden saying he aims to “ensure the American people are paying their fair share for gas” cuts off the end of his sentence, where he adds “not being gouged for gas.” Get the facts. https://t.co/ExxxSRC5d4",97,213,1.47E+18,,,,,
338,Thu Dec 09 16:59:23 +0000 2021,APFactCheck,"How will the world decide when the pandemic is over? There’s no clear-cut definition for when a pandemic starts and ends, and how much of a threat a global outbreak is posing can vary by country. https://t.co/KTwKA1CzPi",29,0,1.47E+18,,,,,
339,Thu Dec 09 14:50:16 +0000 2021,APFactCheck,A photo of a New Zealand Labour Party billboard has been altered to add a message promoting COVID-19 vaccination ahead of the holidays. The original image was taken in August 2020 and shows the billboard only displayed the party’s election campaign slogan. https://t.co/HHzm8nKBkF,72,135,1.47E+18,,,,,
340,Wed Dec 08 23:59:40 +0000 2021,APFactCheck,"Social media posts are highlighting that Merriam-Webster's definition of ""anti-vaxxer"" now includes those who oppose “regulations mandating vaccination.” But the posters neglect to note it's only a small tweak from previous language. Here are the facts. https://t.co/vqZzi3UC8e",141,262,1.47E+18,,,,,
341,Wed Dec 08 00:48:31 +0000 2021,APFactCheck,"Social media posts are claiming that a video shows ""white supremacists being chased out of DC by teens,"" suggesting it was from a recent rally. But the video in question was filmed in Philadelphia in July. Get the facts from @AP. https://t.co/vWSBNFKEHY",122,177,1.47E+18,,,,,
342,Mon Dec 06 20:57:35 +0000 2021,APFactCheck,Social media posts are citing a December 2020 interview with BioNTech’s CEO to falsely claim he isn’t vaccinated against COVID-19. The company said he got his first two doses in early 2021. @AP has the facts. https://t.co/3MQBoQet3I,168,256,1.47E+18,,,,,
343,Sat Dec 04 01:21:00 +0000 2021,APFactCheck,An image purporting to show an official government poster from Ireland — claiming “sudden death” is a side effect of the COVID-19 vaccine — is continuing to circulate on Twitter. The poster is fake. Get the facts. https://t.co/iqSEszcgZB,67,95,1.47E+18,,,,,
344,Fri Dec 03 17:05:02 +0000 2021,APFactCheck,"Kyle Rittenhouse didn't file a defamation suit against LeBron James, Ghislaine Maxwell's trial isn't accessible through a phone line and the omicron variant wasn't written about in July, contrary to false claims shared online this week. @AP has the facts. https://t.co/imrdqO69g5",29,44,1.47E+18,,,,,
345,Fri Dec 03 02:30:18 +0000 2021,APFactCheck,"Posts circulating on Twitter claim Germany's new COVID-19 restrictions, and a potential vaccine mandate, violate the Nuremberg Code. That is false, according to legal and medical ethics experts. @AP has the facts. https://t.co/dAUmTPYBoq",101,154,1.47E+18,,,,,
346,Tue Nov 30 20:39:12 +0000 2021,APFactCheck,"A clip of Jill Biden reading a book to students during a White House holiday event has been manipulated to insert audio of a child yelling a disparaging comment. But the first lady wasn't interrupted. The added audio came from an old, unrelated video. https://t.co/Yi2ojyFvwn",1023,1541,1.47E+18,,,,,
347,Tue Nov 30 00:05:44 +0000 2021,APFactCheck,"Social media users falsely claimed the press has been barred from Ghislaine Maxwell's sex trafficking trial. But reporters are allowed inside the courtroom, and while the trial will not be televised, that is standard in federal courts. @AP has the facts. https://t.co/8aaaAARYXz",362,678,1.47E+18,,,,,
348,Mon Nov 29 22:00:57 +0000 2021,APFactCheck,"As the world reacts to the new omicron variant of the coronavirus, some online personalities have falsely claimed the variant is nothing but a cover-up for nefarious plots. Here are the facts. https://t.co/koXdDIQw73",72,118,1.47E+18,,,,,
349,Mon Nov 29 19:08:12 +0000 2021,APFactCheck,"Social media posts falsely claim that Kyle Rittenhouse has filed lawsuits against CNN and “The View” co-hosts Whoopi Goldberg and Joy Behar. But Rittenhouse has not filed any legal action, according to his spokesperson. Get the facts. https://t.co/92HP4x80hF",348,704,1.47E+18,,,,,
350,Mon Nov 29 16:02:22 +0000 2021,APFactCheck,"This month’s elections may have offered a preview of the Spanish-language misinformation that could pose a growing threat to Democrats, who are already anxious about their standing with Latino voters after losing some ground with them last year. https://t.co/pTkBSpiFIV",35,0,1.47E+18,,,,,
351,Sun Nov 28 17:17:42 +0000 2021,APFactCheck,"Social media users are falsely claiming that the World Economic Forum wrote about omicron, the new coronavirus variant, in July. But archived versions of the article show it was updated recently to add information about the variant. Get the facts. https://t.co/qYXZoJ9yDX",135,245,1.47E+18,,,,,
352,Sat Nov 27 21:58:45 +0000 2021,APFactCheck,"The WHO did skip two letters of the Greek alphabet when naming omicron, a new variant of the coronavirus. The agency said it did so to stop people confusing “nu” with “new” and to avoid “causing offense” because Xi is a common last name. https://t.co/4RJ39703Qv",593,1250,1.46E+18,,,,,
353,Fri Nov 26 19:28:18 +0000 2021,APFactCheck,"House Speaker Nancy Pelosi did not buy a $25 million home in Jupiter Island, Florida, and Fox News was not banned in the U.K., despite what was shared online this week. Get the facts from @AP. https://t.co/94F1y2Rk9N",79,165,1.46E+18,,,,,
354,Wed Nov 24 22:17:37 +0000 2021,APFactCheck,"Inaccurate posts claiming that Fox News was banned from the U.K. are circulating on social media. The media outlet wasn't banned, but rather withdrew voluntarily in 2017. @AP has the facts. https://t.co/DKOicV9q3Y",61,114,1.46E+18,,,,,
355,Wed Nov 24 21:26:10 +0000 2021,APFactCheck,A clip taken from an address President Joe Biden gave about the economy was edited in a misleading way to incorrectly suggest he mistakenly read aloud “end of quote” from a teleprompter. Biden’s full remarks show he was sharing a quote. @AP has the facts. https://t.co/4Pt2JHw0w9,417,684,1.46E+18,,,,,
356,Wed Nov 24 20:47:49 +0000 2021,APFactCheck,Widely shared posts are circulating an image of a $25 million property in Florida with the false claim that it was purchased by House Speaker Nancy Pelosi. It wasn’t. Get the facts. https://t.co/QB46TreHOy,19,35,1.46E+18,,,,,
357,Wed Nov 24 14:57:41 +0000 2021,APFactCheck,"Is it safe to travel during the pandemic this holiday season?
 It depends. It can be safe if you're fully vaccinated against COVID-19, but officials say people who haven't gotten the shots should delay travel. https://t.co/QyyXLSrTQb",24,0,1.46E+18,,,,,
358,Wed Nov 24 01:15:59 +0000 2021,APFactCheck,Social media users are falsely conflating a 2020 civil lawsuit with the pending criminal case against Ghislaine Maxwell. The civil suit was dismissed as frivolous weeks after it was filed and is separate from Maxwell’s upcoming criminal trial. https://t.co/V04FLx9BCc,91,111,1.46E+18,,,,,
359,Tue Nov 23 23:29:17 +0000 2021,APFactCheck,"Posts about a WHO database are being shared without proper context. The tool shows symptoms people experienced after vaccination, but the reports aren’t verified, nor are they proof the vaccine caused the symptom. A recent @AP story has the facts. https://t.co/4Q1pDOTl6Y",21,35,1.46E+18,,,,,
360,Mon Nov 22 22:54:15 +0000 2021,APFactCheck,Social media users shared a photo they falsely claimed showed recent protests in Vienna over COVID-19 restrictions. But the photo was taken at a protest 30 years ago in Moscow. @AP has the facts. https://t.co/YtahRdMsCH,23,42,1.46E+18,,,,,
361,Sun Nov 21 00:56:45 +0000 2021,APFactCheck,A video that’s circulating online suggests that U.K. supermarket Sainsbury’s has installed COVID-19 vaccine passport scanners in its stores. But the tech is actually for an in-store shopping app. https://t.co/0TqX208Mss,42,78,1.46E+18,,,,,
362,Thu Nov 18 22:04:05 +0000 2021,APFactCheck,"As the jury in Kyle Rittenhouse’s trial deliberated for a third day, social media users shared a photo of bricks they claimed were found nearby in Kenosha. But the image was taken in Dallas, Texas. https://t.co/HM8uuNLk2p",817,1087,1.46E+18,,,,,
363,Thu Nov 18 19:27:06 +0000 2021,APFactCheck,Why can't some COVID-19 vaccinated people travel to the U.S.? They might not be vaccinated with shots recognized by the U.S. Food and Drug Administration or the World Health Organization. https://t.co/uQkssfsVSi,23,0,1.46E+18,,,,,
364,Wed Nov 17 23:38:10 +0000 2021,APFactCheck,"False theories spread online about why the presidential seal was blurred in a recent video of President Joe Biden. But there’s nothing mysterious behind it: Federal law limits how the seal can be used, so it’s often blurred in videos. @AP has the facts. https://t.co/NknGVTCqXI",500,870,1.46E+18,,,,,
365,Wed Nov 17 01:12:26 +0000 2021,APFactCheck,"A Pfizer official confirmed the wife of the company's CEO is alive and well, contrary to widely-shared social media posts. A blog known for publishing misinformation falsely claimed she had experienced complications from the COVID-19 vaccine and died. https://t.co/YZA5L74UxV",1100,1780,1.46E+18,,,,,
366,Sat Nov 13 02:10:20 +0000 2021,APFactCheck,"Social media users are sharing false claims about the risks associated with myocarditis, which can be an extremely rare side effect of COVID-19 vaccines. The small number of cases that have happened after vaccination are mostly mild, and recovery is swift. https://t.co/M5nFTpRTSn",382,591,1.46E+18,,,,,
367,Fri Nov 12 23:37:38 +0000 2021,APFactCheck,A video that was manipulated to make it appear that California Gov. Gavin Newsom’s face was sagging is being shared with the suggestion he developed Bell’s palsy after getting a COVID-19 vaccine booster. That’s not how his face looks in the original video. https://t.co/raUCqrGBOT,477,611,1.46E+18,,,,,
368,Fri Nov 12 23:32:29 +0000 2021,APFactCheck,"Misleading claims are spreading online about a change in Pfizer’s COVID-19 vaccine formula. The addition of tromethamine, a commonly used pharmaceutical ingredient, allows the shots to be stored longer, and trials found that its use in the vaccine is safe. https://t.co/S6aYvq7d64",213,325,1.46E+18,,,,,
369,Fri Nov 12 23:03:23 +0000 2021,APFactCheck,Videos on social media falsely claim that you can “remove” a COVID-19 vaccine after an injection. This inaccurate assertion has been around for a while. Here’s our story from September debunking the false claim that cupping therapy can remove a vaccine. https://t.co/q6cHRzNngn,206,377,1.46E+18,,,,,
370,Fri Nov 12 19:55:01 +0000 2021,APFactCheck,"Despite what you might have read on social media this week, vaccines didn't kill three giraffes in Dallas, Pfizer's CEO was not arrested, and Italy did not reduce its COVID death toll by 97%. @AP has the facts. https://t.co/ioQfFlRnCd",22,49,1.46E+18,,,,,
371,Fri Nov 12 02:50:06 +0000 2021,APFactCheck,"Some social media users shared videos from a U.S. public awareness campaign about food insecurity, and inaccurately described them as international ads urging people in Germany, China and Slovenia to help fight hunger in the U.S. @AP has the facts. https://t.co/WzEo4zMy1R",8,7,1.46E+18,,,,,
372,Thu Nov 11 22:07:40 +0000 2021,APFactCheck,"Backup generators at #COP26 run on hydrogenated vegetable oil, solar or battery, according to conference staff. Some tweets incorrectly suggested they used diesel. @AP has the facts. https://t.co/LsFKl4RL0u",18,22,1.46E+18,,,,,
373,Thu Nov 11 20:32:48 +0000 2021,APFactCheck,"A meme from 2020 now spreading again falsely claims that former President Donald Trump said, during his COVID-19 hospitalization, that his DNA “wasn’t DNA. It was USA.” At the time, we debunked the claim that he said this. Here are the facts. https://t.co/jaVQtORZLf",353,696,1.46E+18,,,,,
374,Thu Nov 11 19:56:50 +0000 2021,APFactCheck,"Before conceding, the New Jersey state Senate president issued a statement suggesting that 12,000 ballots had been “recently found” – fueling confusion online. Those ballots were routinely collected mail-in ballots outside of his district. Get the facts. https://t.co/gy9OWQ8WxI",32,41,1.46E+18,,,,,
375,Thu Nov 11 16:14:15 +0000 2021,APFactCheck,"Can at-home COVID-19 tests make holiday gatherings safer? Yes, combined with vaccination, they can add a layer of safety and reassurance by providing results within minutes. https://t.co/cUvncMFfHz",25,0,1.46E+18,,,,,
376,Wed Nov 10 22:34:29 +0000 2021,APFactCheck,"A video of an Australian premier was taken out of context to support the false claim that hospitals are overcrowded because of vaccine injuries. Health officials say hospitals have been under stress for years, and it has nothing to do with COVID vaccines. https://t.co/EUedAXvoRZ",59,92,1.46E+18,,,,,
377,Wed Nov 10 04:15:10 +0000 2021,APFactCheck,Videos being shared online were altered to make it look like Vice President Kamala Harris made negative statements about COVID-19 vaccines in a speech. Unedited video of the speech shared by the White House shows what she actually said. @AP has the facts. https://t.co/85CpuMpUht,642,736,1.46E+18,,,,,
378,Wed Nov 10 00:05:34 +0000 2021,APFactCheck,"The false claim that the CEO of Pfizer was arrested and charged with fraud spread online after a blog published an inaccurate article without evidence. Pfizer called the allegations ""false news,"" and the FBI said it had no information on such a case. https://t.co/TR7uNcw3FS",520,826,1.46E+18,,,,,
379,Tue Nov 09 21:46:24 +0000 2021,APFactCheck,"A months-old false narrative about COVID-19 vaccinations and blood donations is bubbling up again online. Here are the facts, from an @AP story that addressed these claims earlier this year. https://t.co/ynMfYQA2ec",15,19,1.46E+18,,,,,
380,Tue Nov 09 19:43:27 +0000 2021,APFactCheck,A photograph circulating on social media was manipulated to make it falsely appear as if a mobile COVID-19 vaccination clinic was advising parents to donate their kids’ organs. @AP has the facts. https://t.co/He4ML6pafj,375,520,1.46E+18,,,,,
381,Sat Nov 06 19:12:03 +0000 2021,APFactCheck,"Contrary to false claims being spread on social media, a Colorado executive order doesn’t authorize hospitals to turn away patients because they are unvaccinated or prioritize care for those who are vaccinated. @AP has the facts. https://t.co/jZp4B1QtlB",317,413,1.46E+18,,,,,
382,Fri Nov 05 18:04:13 +0000 2021,APFactCheck,"False claims about the COP26 climate conference, COVID-19 vaccines and an anti-Biden chant were widely shared by social media users this week. Get the facts from @AP. https://t.co/CD3aajWkdx",34,38,1.46E+18,,,,,
383,Fri Nov 05 16:29:33 +0000 2021,APFactCheck,"An influx of votes early Wednesday in Bergen County, N.J., after 100% of precincts had reported results is not a sign of foul play, as some claimed on social media. More than 41,000 mail-in ballots were counted after precincts' initial reporting. https://t.co/nbc9ypGMJN",107,210,1.46E+18,,,,,
384,Thu Nov 04 18:48:49 +0000 2021,APFactCheck,"Widely shared posts are misrepresenting a 2013 photo taken in New Orleans, falsely claiming that it shows private jets flown to the U.N. climate summit in Scotland. Get the facts from @AP. https://t.co/lCcvbM51UR",102,157,1.46E+18,,,,,
385,Thu Nov 04 15:03:12 +0000 2021,APFactCheck,"Are COVID-19 boosters the same as the original vaccines? Yes, the recipes weren't tweaked to better match the more contagious delta variant because they're still working well. https://t.co/0H0toA8qgW",39,0,1.46E+18,,,,,
